candidate,Date,selected_sleeve,trailing_window_months,trailing_return,market
rotation_24m_two_sleeve,2021-10-31,baseline_raw,24,0.033169730889963,EU
rotation_24m_two_sleeve,2021-11-30,baseline_raw,24,0.027242293428682673,EU
rotation_24m_two_sleeve,2021-12-31,baseline_raw,24,0.02654363531970705,EU
rotation_24m_two_sleeve,2022-01-31,improvement_core,24,0.03478392790952367,EU
rotation_24m_two_sleeve,2022-02-28,improvement_core,24,0.018062061704983368,EU
rotation_24m_two_sleeve,2022-03-31,baseline_raw,24,0.02118955724578475,EU
rotation_24m_two_sleeve,2022-04-30,baseline_raw,24,0.025446908317528383,EU
rotation_24m_two_sleeve,2022-05-31,baseline_raw,24,0.026377505412626512,EU
rotation_24m_two_sleeve,2022-06-30,baseline_raw,24,0.033707742778186445,EU
rotation_24m_two_sleeve,2022-07-31,baseline_raw,24,0.028347640887744996,EU
rotation_24m_two_sleeve,2022-08-31,baseline_raw,24,0.030182550646645545,EU
rotation_24m_two_sleeve,2022-09-30,baseline_raw,24,0.030776044622184306,EU
rotation_24m_two_sleeve,2022-10-31,baseline_raw,24,0.03845490334728763,EU
rotation_24m_two_sleeve,2022-11-30,baseline_raw,24,0.03661291020900381,EU
rotation_24m_two_sleeve,2022-12-31,baseline_raw,24,0.03494787438957947,EU
rotation_24m_two_sleeve,2023-01-31,baseline_raw,24,0.020440263233021616,EU
rotation_24m_two_sleeve,2023-02-28,baseline_raw,24,0.014134832067239866,EU
rotation_24m_two_sleeve,2023-03-31,baseline_raw,24,0.01643936392449863,EU
rotation_24m_two_sleeve,2023-04-30,baseline_raw,24,0.021537330219679074,EU
rotation_24m_two_sleeve,2023-05-31,baseline_raw,24,0.025317378370234955,EU
rotation_24m_two_sleeve,2023-06-30,baseline_raw,24,0.03390121852973249,EU
rotation_24m_two_sleeve,2023-07-31,baseline_raw,24,0.028105639678218886,EU
rotation_24m_two_sleeve,2023-08-31,baseline_raw,24,0.045200241945015485,EU
rotation_24m_two_sleeve,2023-09-30,baseline_raw,24,0.03748537798429763,EU
rotation_24m_two_sleeve,2023-10-31,baseline_raw,24,0.03835429696001946,EU
rotation_24m_two_sleeve,2023-11-30,baseline_raw,24,0.048872815636419764,EU
rotation_24m_two_sleeve,2023-12-31,baseline_raw,24,0.05730841493380234,EU
rotation_24m_two_sleeve,2024-01-31,baseline_raw,24,0.0537772942567849,EU
rotation_24m_two_sleeve,2024-02-29,baseline_raw,24,0.071881183353119,EU
rotation_24m_two_sleeve,2024-03-31,baseline_raw,24,0.05799801881264699,EU
rotation_24m_two_sleeve,2024-04-30,baseline_raw,24,0.030995006691219906,EU
rotation_24m_two_sleeve,2024-05-31,baseline_raw,24,0.03751164754404135,EU
rotation_24m_two_sleeve,2024-06-30,baseline_raw,24,0.03032935967825834,EU
rotation_24m_two_sleeve,2024-07-31,baseline_raw,24,0.03467192933265273,EU
rotation_24m_two_sleeve,2024-08-31,baseline_raw,24,0.03349023758611569,EU
rotation_24m_two_sleeve,2024-09-30,baseline_raw,24,0.030409280182847054,EU
rotation_24m_two_sleeve,2024-10-31,baseline_raw,24,0.022054660818131344,EU
rotation_24m_two_sleeve,2024-11-30,baseline_raw,24,0.025162143986384944,EU
rotation_24m_two_sleeve,2024-12-31,baseline_raw,24,0.020835639421853847,EU
rotation_24m_two_sleeve,2025-01-31,baseline_raw,24,0.028236885908804688,EU
rotation_24m_two_sleeve,2025-02-28,baseline_raw,24,0.02374138894879385,EU
rotation_24m_two_sleeve,2025-03-31,baseline_raw,24,0.030336487007875057,EU
rotation_24m_two_sleeve,2025-04-30,baseline_raw,24,0.033888741386987054,EU
rotation_24m_two_sleeve,2025-05-31,baseline_raw,24,0.028270933916257013,EU
rotation_24m_two_sleeve,2025-06-30,baseline_raw,24,0.02723270354963092,EU
rotation_24m_two_sleeve,2025-07-31,baseline_raw,24,0.03703218054302293,EU
rotation_24m_two_sleeve,2025-08-31,baseline_raw,24,0.02185266826403054,EU
rotation_24m_two_sleeve,2025-09-30,baseline_raw,24,0.02778133493144508,EU
rotation_24m_two_sleeve,2025-10-31,baseline_raw,24,0.02495224825034348,EU
rotation_24m_two_sleeve,2025-11-30,baseline_raw,24,0.01768691631322561,EU
rotation_24m_two_sleeve,2025-12-31,baseline_raw,24,0.018539447237666984,EU
rotation_24m_two_sleeve,2026-01-31,baseline_raw,24,0.02853449613916359,EU
rotation_24m_two_sleeve,2026-02-28,baseline_raw,24,0.01476929425599316,EU
rotation_24m_two_sleeve,2026-03-31,baseline_raw,24,0.019637434838853274,EU
rotation_24m_two_sleeve,2026-04-30,baseline_raw,24,0.04793437729656169,EU
rotation_24m_two_sleeve,2026-05-31,baseline_raw,24,0.03498749487491959,EU
rotation_12m_three_sleeve,2010-01-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-02-28,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-03-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-04-30,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-05-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-06-30,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-07-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-08-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-09-30,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-10-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-11-30,baseline_raw,12,,EU
rotation_12m_three_sleeve,2010-12-31,baseline_raw,12,,EU
rotation_12m_three_sleeve,2011-01-31,baseline_raw,12,0.02493966678429227,EU
rotation_12m_three_sleeve,2011-02-28,baseline_raw,12,0.023028602174751223,EU
rotation_12m_three_sleeve,2011-03-31,baseline_raw,12,0.022160888385557964,EU
rotation_12m_three_sleeve,2011-04-30,improvement_core,12,0.048324697491947344,EU
rotation_12m_three_sleeve,2011-05-31,improvement_core,12,0.0389605810280953,EU
rotation_12m_three_sleeve,2011-06-30,improvement_core,12,0.040813973020354055,EU
rotation_12m_three_sleeve,2011-07-31,improvement_core,12,0.04112688194940173,EU
rotation_12m_three_sleeve,2011-08-31,improvement_core,12,0.04064256542036704,EU
rotation_12m_three_sleeve,2011-09-30,improvement_core,12,0.029183482057451027,EU
rotation_12m_three_sleeve,2011-10-31,improvement_core,12,0.03210273376446393,EU
rotation_12m_three_sleeve,2011-11-30,improvement_core,12,0.022530248728948488,EU
rotation_12m_three_sleeve,2011-12-31,improvement_core,12,0.02381310225737887,EU
rotation_12m_three_sleeve,2012-01-31,improvement_core,12,0.022324012083769773,EU
rotation_12m_three_sleeve,2012-02-29,improvement_core,12,0.021568297247266166,EU
rotation_12m_three_sleeve,2012-03-31,improvement_core,12,0.026910670824189298,EU
rotation_12m_three_sleeve,2012-04-30,improvement_core,12,0.018692080460495752,EU
rotation_12m_three_sleeve,2012-05-31,improvement_core,12,0.023542465058021156,EU
rotation_12m_three_sleeve,2012-06-30,improvement_core,12,0.012832005282000791,EU
rotation_12m_three_sleeve,2012-07-31,improvement_core,12,0.015696383532012526,EU
rotation_12m_three_sleeve,2012-08-31,improvement_core,12,0.012914180994544333,EU
rotation_12m_three_sleeve,2012-09-30,baseline_raw,12,0.010468377069384749,EU
rotation_12m_three_sleeve,2012-10-31,baseline_raw,12,0.007009190312548874,EU
rotation_12m_three_sleeve,2012-11-30,baseline_raw,12,0.010181707296449627,EU
rotation_12m_three_sleeve,2012-12-31,baseline_raw,12,0.011205257304218952,EU
rotation_12m_three_sleeve,2013-01-31,baseline_raw,12,0.01926698346221878,EU
rotation_12m_three_sleeve,2013-02-28,baseline_raw,12,0.025984492861933273,EU
rotation_12m_three_sleeve,2013-03-31,baseline_raw,12,0.021002411711227742,EU
rotation_12m_three_sleeve,2013-04-30,baseline_raw,12,0.015502168215973722,EU
rotation_12m_three_sleeve,2013-05-31,baseline_raw,12,0.009793233055375605,EU
rotation_12m_three_sleeve,2013-06-30,baseline_raw,12,0.02123532002178008,EU
rotation_12m_three_sleeve,2013-07-31,baseline_raw,12,0.017569824071159923,EU
rotation_12m_three_sleeve,2013-08-31,baseline_raw,12,0.01324664414512755,EU
rotation_12m_three_sleeve,2013-09-30,baseline_raw,12,0.01830263840696711,EU
rotation_12m_three_sleeve,2013-10-31,baseline_raw,12,0.022516553437376574,EU
rotation_12m_three_sleeve,2013-11-30,baseline_raw,12,0.02034024282864899,EU
rotation_12m_three_sleeve,2013-12-31,baseline_raw,12,0.02384627725219346,EU
rotation_12m_three_sleeve,2014-01-31,baseline_raw,12,0.027544952386052257,EU
rotation_12m_three_sleeve,2014-02-28,baseline_raw,12,0.020596957323908427,EU
rotation_12m_three_sleeve,2014-03-31,baseline_raw,12,0.01723683672048404,EU
rotation_12m_three_sleeve,2014-04-30,baseline_raw,12,0.015269676236001173,EU
rotation_12m_three_sleeve,2014-05-31,baseline_raw,12,0.014701995339321705,EU
rotation_12m_three_sleeve,2014-06-30,baseline_raw,12,0.008818718102855172,EU
rotation_12m_three_sleeve,2014-07-31,baseline_raw,12,0.0051879320555017205,EU
rotation_12m_three_sleeve,2014-08-31,baseline_raw,12,0.008347210482193557,EU
rotation_12m_three_sleeve,2014-09-30,baseline_raw,12,0.005687896698301165,EU
rotation_12m_three_sleeve,2014-10-31,baseline_raw,12,0.00527468404658582,EU
rotation_12m_three_sleeve,2014-11-30,baseline_raw,12,0.012071759316859554,EU
rotation_12m_three_sleeve,2014-12-31,baseline_raw,12,0.0129972248365402,EU
rotation_12m_three_sleeve,2015-01-31,baseline_raw,12,0.01844919468813777,EU
rotation_12m_three_sleeve,2015-02-28,baseline_raw,12,0.010393588516798502,EU
rotation_12m_three_sleeve,2015-03-31,baseline_raw,12,0.01648303913367921,EU
rotation_12m_three_sleeve,2015-04-30,baseline_raw,12,0.010675708066278933,EU
rotation_12m_three_sleeve,2015-05-31,baseline_raw,12,0.011701717187192262,EU
rotation_12m_three_sleeve,2015-06-30,baseline_raw,12,0.01496588744805738,EU
rotation_12m_three_sleeve,2015-07-31,baseline_raw,12,0.02259304949292562,EU
rotation_12m_three_sleeve,2015-08-31,baseline_raw,12,0.023023949343713213,EU
rotation_12m_three_sleeve,2015-09-30,baseline_raw,12,0.02354772341945055,EU
rotation_12m_three_sleeve,2015-10-31,baseline_raw,12,0.017374407184348906,EU
rotation_12m_three_sleeve,2015-11-30,baseline_raw,12,0.007330838228965186,EU
rotation_12m_three_sleeve,2015-12-31,baseline_raw,12,0.008968486728536895,EU
rotation_12m_three_sleeve,2016-01-31,baseline_raw,12,0.0009938383998038258,EU
rotation_12m_three_sleeve,2016-02-29,baseline_raw,12,0.006417350643377784,EU
rotation_12m_three_sleeve,2016-03-31,baseline_raw,12,0.004508834649259885,EU
rotation_12m_three_sleeve,2016-04-30,baseline_raw,12,0.0007607820980524149,EU
rotation_12m_three_sleeve,2016-05-31,baseline_raw,12,0.0012939155448794537,EU
rotation_12m_three_sleeve,2016-06-30,baseline_raw,12,0.005011458581692496,EU
rotation_12m_three_sleeve,2016-07-31,baseline_raw,12,-0.00017755030268129524,EU
rotation_12m_three_sleeve,2016-08-31,baseline_raw,12,-0.005830483530826047,EU
rotation_12m_three_sleeve,2016-09-30,baseline_raw,12,-0.002385325347060041,EU
rotation_12m_three_sleeve,2016-10-31,improvement_core,12,0.002767828339863332,EU
rotation_12m_three_sleeve,2016-11-30,improvement_core,12,0.00524300990934079,EU
rotation_12m_three_sleeve,2016-12-31,improvement_core,12,0.0004311818718176763,EU
rotation_12m_three_sleeve,2017-01-31,improvement_core,12,0.0044822376698934185,EU
rotation_12m_three_sleeve,2017-02-28,improvement_core,12,0.006017584266411413,EU
rotation_12m_three_sleeve,2017-03-31,improvement_core,12,0.0013365747611282508,EU
rotation_12m_three_sleeve,2017-04-30,improvement_core,12,0.007217131756710904,EU
rotation_12m_three_sleeve,2017-05-31,revision_sleeve,12,-0.0006011465705791919,EU
rotation_12m_three_sleeve,2017-06-30,improvement_core,12,-0.0013328413653338478,EU
rotation_12m_three_sleeve,2017-07-31,improvement_core,12,-0.002162696657527663,EU
rotation_12m_three_sleeve,2017-08-31,improvement_core,12,0.009746150267769593,EU
rotation_12m_three_sleeve,2017-09-30,improvement_core,12,0.0046287381862870625,EU
rotation_12m_three_sleeve,2017-10-31,improvement_core,12,0.0013399428879206088,EU
rotation_12m_three_sleeve,2017-11-30,improvement_core,12,-0.005201733047543011,EU
rotation_12m_three_sleeve,2017-12-31,improvement_core,12,0.0026524046666447365,EU
rotation_12m_three_sleeve,2018-01-31,baseline_raw,12,-0.0065684630402431665,EU
rotation_12m_three_sleeve,2018-02-28,baseline_raw,12,0.0036222949729542986,EU
rotation_12m_three_sleeve,2018-03-31,baseline_raw,12,-0.0007657035431117842,EU
rotation_12m_three_sleeve,2018-04-30,improvement_core,12,-0.0017895511012755438,EU
rotation_12m_three_sleeve,2018-05-31,revision_sleeve,12,0.010397794231936874,EU
rotation_12m_three_sleeve,2018-06-30,revision_sleeve,12,0.009081261570062171,EU
rotation_12m_three_sleeve,2018-07-31,revision_sleeve,12,0.008730348785324304,EU
rotation_12m_three_sleeve,2018-08-31,revision_sleeve,12,0.012242250760840845,EU
rotation_12m_three_sleeve,2018-09-30,revision_sleeve,12,0.01031569670826471,EU
rotation_12m_three_sleeve,2018-10-31,revision_sleeve,12,0.008262903475846128,EU
rotation_12m_three_sleeve,2018-11-30,revision_sleeve,12,0.001967113273353638,EU
rotation_12m_three_sleeve,2018-12-31,baseline_raw,12,0.0012364784453546829,EU
rotation_12m_three_sleeve,2019-01-31,baseline_raw,12,0.0021460616432513735,EU
rotation_12m_three_sleeve,2019-02-28,improvement_core,12,0.0012638718868593912,EU
rotation_12m_three_sleeve,2019-03-31,baseline_raw,12,0.012683344077310421,EU
rotation_12m_three_sleeve,2019-04-30,baseline_raw,12,0.005823493191963847,EU
rotation_12m_three_sleeve,2019-05-31,baseline_raw,12,0.010940263104894266,EU
rotation_12m_three_sleeve,2019-06-30,baseline_raw,12,0.013881463463530475,EU
rotation_12m_three_sleeve,2019-07-31,baseline_raw,12,0.024151162431415907,EU
rotation_12m_three_sleeve,2019-08-31,baseline_raw,12,0.028510458986573672,EU
rotation_12m_three_sleeve,2019-09-30,baseline_raw,12,0.018914204053551487,EU
rotation_12m_three_sleeve,2019-10-31,improvement_core,12,0.015698207302415446,EU
rotation_12m_three_sleeve,2019-11-30,baseline_raw,12,0.02000102128827219,EU
rotation_12m_three_sleeve,2019-12-31,improvement_core,12,0.02014890188911611,EU
rotation_12m_three_sleeve,2020-01-31,revision_sleeve,12,0.02553754094153926,EU
rotation_12m_three_sleeve,2020-02-29,revision_sleeve,12,0.02958727654712967,EU
rotation_12m_three_sleeve,2020-03-31,improvement_core,12,0.032775868243761996,EU
rotation_12m_three_sleeve,2020-04-30,improvement_core,12,0.04332992026874627,EU
rotation_12m_three_sleeve,2020-05-31,improvement_core,12,0.03920866412423463,EU
rotation_12m_three_sleeve,2020-06-30,improvement_core,12,0.036727746254976656,EU
rotation_12m_three_sleeve,2020-07-31,improvement_core,12,0.036895161645122965,EU
rotation_12m_three_sleeve,2020-08-31,improvement_core,12,0.025022535919528632,EU
rotation_12m_three_sleeve,2020-09-30,improvement_core,12,0.02732876111980853,EU
rotation_12m_three_sleeve,2020-10-31,improvement_core,12,0.03157527189718823,EU
rotation_12m_three_sleeve,2020-11-30,revision_sleeve,12,0.03670503737122632,EU
rotation_12m_three_sleeve,2020-12-31,revision_sleeve,12,0.038368279362821944,EU
rotation_12m_three_sleeve,2021-01-31,revision_sleeve,12,0.03247104097709275,EU
rotation_12m_three_sleeve,2021-02-28,revision_sleeve,12,0.04569425897577273,EU
rotation_12m_three_sleeve,2021-03-31,revision_sleeve,12,0.044423322697855205,EU
rotation_12m_three_sleeve,2021-04-30,revision_sleeve,12,0.03611520840425664,EU
rotation_12m_three_sleeve,2021-05-31,revision_sleeve,12,0.03468739663018128,EU
rotation_12m_three_sleeve,2021-06-30,revision_sleeve,12,0.030601338604762773,EU
rotation_12m_three_sleeve,2021-07-31,revision_sleeve,12,0.023539335470454725,EU
rotation_12m_three_sleeve,2021-08-31,revision_sleeve,12,0.015723928156324618,EU
rotation_12m_three_sleeve,2021-09-30,revision_sleeve,12,0.022604465575777333,EU
rotation_12m_three_sleeve,2021-10-31,revision_sleeve,12,0.02385560962031308,EU
rotation_12m_three_sleeve,2021-11-30,baseline_raw,12,0.008840694229800938,EU
rotation_12m_three_sleeve,2021-12-31,baseline_raw,12,0.002313392262370373,EU
rotation_12m_three_sleeve,2022-01-31,improvement_core,12,0.015284507425203264,EU
rotation_12m_three_sleeve,2022-02-28,improvement_core,12,-0.004385320315736241,EU
rotation_12m_three_sleeve,2022-03-31,baseline_raw,12,-0.007512353834903118,EU
rotation_12m_three_sleeve,2022-04-30,baseline_raw,12,-0.0007695379807416414,EU
rotation_12m_three_sleeve,2022-05-31,baseline_raw,12,0.0011065459955936774,EU
rotation_12m_three_sleeve,2022-06-30,baseline_raw,12,0.012671985339921976,EU
rotation_12m_three_sleeve,2022-07-31,baseline_raw,12,0.014299755034271167,EU
rotation_12m_three_sleeve,2022-08-31,baseline_raw,12,0.022541185729723745,EU
rotation_12m_three_sleeve,2022-09-30,baseline_raw,12,0.01836771102937851,EU
rotation_12m_three_sleeve,2022-10-31,baseline_raw,12,0.027595893842206287,EU
rotation_12m_three_sleeve,2022-11-30,baseline_raw,12,0.027528841905416934,EU
rotation_12m_three_sleeve,2022-12-31,baseline_raw,12,0.032559160018353905,EU
rotation_12m_three_sleeve,2023-01-31,baseline_raw,12,0.01907405674555651,EU
rotation_12m_three_sleeve,2023-02-28,baseline_raw,12,0.02980778529747541,EU
rotation_12m_three_sleeve,2023-03-31,baseline_raw,12,0.024133013495885036,EU
rotation_12m_three_sleeve,2023-04-30,revision_sleeve,12,0.02320597954234893,EU
rotation_12m_three_sleeve,2023-05-31,revision_sleeve,12,0.025828867334948047,EU
rotation_12m_three_sleeve,2023-06-30,revision_sleeve,12,0.029678990761542234,EU
rotation_12m_three_sleeve,2023-07-31,revision_sleeve,12,0.02165666133083599,EU
rotation_12m_three_sleeve,2023-08-31,revision_sleeve,12,0.027287138608735884,EU
rotation_12m_three_sleeve,2023-09-30,revision_sleeve,12,0.020512058893858542,EU
rotation_12m_three_sleeve,2023-10-31,baseline_raw,12,0.01046948823198135,EU
rotation_12m_three_sleeve,2023-11-30,baseline_raw,12,0.020772140752198798,EU
rotation_12m_three_sleeve,2023-12-31,baseline_raw,12,0.023968849315140872,EU
rotation_12m_three_sleeve,2024-01-31,baseline_raw,12,0.03405369539290892,EU
rotation_12m_three_sleeve,2024-02-29,baseline_raw,12,0.04085558359173791,EU
rotation_12m_three_sleeve,2024-03-31,baseline_raw,12,0.03306699898401266,EU
rotation_12m_three_sleeve,2024-04-30,baseline_raw,12,0.008481615306289214,EU
rotation_12m_three_sleeve,2024-05-31,baseline_raw,12,0.013012871735370135,EU
rotation_12m_three_sleeve,2024-06-30,baseline_raw,12,0.009173467948076386,EU
rotation_12m_three_sleeve,2024-07-31,baseline_raw,12,0.020777869472065058,EU
rotation_12m_three_sleeve,2024-08-31,baseline_raw,12,0.011085044349802953,EU
rotation_12m_three_sleeve,2024-09-30,baseline_raw,12,0.011422003963044824,EU
rotation_12m_three_sleeve,2024-10-31,improvement_core,12,0.013106572904466152,EU
rotation_12m_three_sleeve,2024-11-30,improvement_core,12,0.007857102633495705,EU
rotation_12m_three_sleeve,2024-12-31,improvement_core,12,0.006567497999026672,EU
rotation_12m_three_sleeve,2025-01-31,improvement_core,12,0.005285547292517734,EU
rotation_12m_three_sleeve,2025-02-28,improvement_core,12,-0.008447279503818628,EU
rotation_12m_three_sleeve,2025-03-31,improvement_core,12,0.002420360866927096,EU
rotation_12m_three_sleeve,2025-04-30,baseline_raw,12,0.02519344497220377,EU
rotation_12m_three_sleeve,2025-05-31,baseline_raw,12,0.015062061506433189,EU
rotation_12m_three_sleeve,2025-06-30,baseline_raw,12,0.01789507569820814,EU
rotation_12m_three_sleeve,2025-07-31,baseline_raw,12,0.015923455589181845,EU
rotation_12m_three_sleeve,2025-08-31,baseline_raw,12,0.010649572926035855,EU
rotation_12m_three_sleeve,2025-09-30,baseline_raw,12,0.016174584796751157,EU
rotation_12m_three_sleeve,2025-10-31,baseline_raw,12,0.01333423099181652,EU
rotation_12m_three_sleeve,2025-11-30,baseline_raw,12,0.013328923892015343,EU
rotation_12m_three_sleeve,2025-12-31,baseline_raw,12,0.021665609520358897,EU
rotation_12m_three_sleeve,2026-01-31,baseline_raw,12,0.034352989225592045,EU
rotation_12m_three_sleeve,2026-02-28,baseline_raw,12,0.03173349967647865,EU
rotation_12m_three_sleeve,2026-03-31,baseline_raw,12,0.022339593077693953,EU
rotation_12m_three_sleeve,2026-04-30,baseline_raw,12,0.02218208908366015,EU
rotation_12m_three_sleeve,2026-05-31,baseline_raw,12,0.019629768586676644,EU
rotation_12m_two_sleeve,2010-01-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-02-28,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-03-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-04-30,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-05-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-06-30,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-07-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-08-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-09-30,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-10-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-11-30,baseline_raw,12,,US
rotation_12m_two_sleeve,2010-12-31,baseline_raw,12,,US
rotation_12m_two_sleeve,2011-01-31,baseline_raw,12,0.006459086039918738,US
rotation_12m_two_sleeve,2011-02-28,baseline_raw,12,0.006714573586254824,US
rotation_12m_two_sleeve,2011-03-31,baseline_raw,12,0.005632959115853042,US
rotation_12m_two_sleeve,2011-04-30,baseline_raw,12,0.0039909809854346,US
rotation_12m_two_sleeve,2011-05-31,improvement_core,12,-0.001560908550370721,US
rotation_12m_two_sleeve,2011-06-30,improvement_core,12,0.002036483629161534,US
rotation_12m_two_sleeve,2011-07-31,baseline_raw,12,0.003751008353009011,US
rotation_12m_two_sleeve,2011-08-31,baseline_raw,12,0.0013630695545947535,US
rotation_12m_two_sleeve,2011-09-30,improvement_core,12,-0.004246583141870985,US
rotation_12m_two_sleeve,2011-10-31,improvement_core,12,-0.003055172830456643,US
rotation_12m_two_sleeve,2011-11-30,baseline_raw,12,-0.008671862077071602,US
rotation_12m_two_sleeve,2011-12-31,baseline_raw,12,0.0003409011678823237,US
rotation_12m_two_sleeve,2012-01-31,baseline_raw,12,-0.0006942514324025373,US
rotation_12m_two_sleeve,2012-02-29,improvement_core,12,0.0012655448984022488,US
rotation_12m_two_sleeve,2012-03-31,improvement_core,12,0.00655533809525588,US
rotation_12m_two_sleeve,2012-04-30,improvement_core,12,0.0126951058596807,US
rotation_12m_two_sleeve,2012-05-31,improvement_core,12,0.014990547818920508,US
rotation_12m_two_sleeve,2012-06-30,improvement_core,12,0.017751013637392843,US
rotation_12m_two_sleeve,2012-07-31,improvement_core,12,0.016313678522678732,US
rotation_12m_two_sleeve,2012-08-31,improvement_core,12,0.019212939641951365,US
rotation_12m_two_sleeve,2012-09-30,improvement_core,12,0.02349287564318936,US
rotation_12m_two_sleeve,2012-10-31,improvement_core,12,0.023270013315693117,US
rotation_12m_two_sleeve,2012-11-30,improvement_core,12,0.028030393023749323,US
rotation_12m_two_sleeve,2012-12-31,improvement_core,12,0.03106378026737544,US
rotation_12m_two_sleeve,2013-01-31,improvement_core,12,0.020089059161024103,US
rotation_12m_two_sleeve,2013-02-28,improvement_core,12,0.015602444784077019,US
rotation_12m_two_sleeve,2013-03-31,improvement_core,12,0.009798167069614117,US
rotation_12m_two_sleeve,2013-04-30,improvement_core,12,0.010064271717943996,US
rotation_12m_two_sleeve,2013-05-31,improvement_core,12,0.012834258222486739,US
rotation_12m_two_sleeve,2013-06-30,improvement_core,12,0.010317376543060197,US
rotation_12m_two_sleeve,2013-07-31,improvement_core,12,0.012039439131438678,US
rotation_12m_two_sleeve,2013-08-31,improvement_core,12,0.011161099449413792,US
rotation_12m_two_sleeve,2013-09-30,improvement_core,12,0.009613244132949728,US
rotation_12m_two_sleeve,2013-10-31,improvement_core,12,0.004064673448303413,US
rotation_12m_two_sleeve,2013-11-30,baseline_raw,12,0.0014451786265083921,US
rotation_12m_two_sleeve,2013-12-31,baseline_raw,12,0.0011966316548561728,US
rotation_12m_two_sleeve,2014-01-31,baseline_raw,12,0.0032867541201073713,US
rotation_12m_two_sleeve,2014-02-28,baseline_raw,12,0.011924114962710952,US
rotation_12m_two_sleeve,2014-03-31,baseline_raw,12,0.008347997535200324,US
rotation_12m_two_sleeve,2014-04-30,baseline_raw,12,0.009103263307381537,US
rotation_12m_two_sleeve,2014-05-31,baseline_raw,12,0.006336058474977202,US
rotation_12m_two_sleeve,2014-06-30,baseline_raw,12,0.0031087479203946167,US
rotation_12m_two_sleeve,2014-07-31,baseline_raw,12,0.0047851379516454795,US
rotation_12m_two_sleeve,2014-08-31,baseline_raw,12,0.0042948397619531065,US
rotation_12m_two_sleeve,2014-09-30,improvement_core,12,0.003048371938790595,US
rotation_12m_two_sleeve,2014-10-31,improvement_core,12,0.009094454653038708,US
rotation_12m_two_sleeve,2014-11-30,improvement_core,12,0.0167207425646152,US
rotation_12m_two_sleeve,2014-12-31,improvement_core,12,0.017746541673324234,US
rotation_12m_two_sleeve,2015-01-31,improvement_core,12,0.020024118187433437,US
rotation_12m_two_sleeve,2015-02-28,improvement_core,12,0.030755632933651134,US
rotation_12m_two_sleeve,2015-03-31,improvement_core,12,0.030719894977089046,US
rotation_12m_two_sleeve,2015-04-30,improvement_core,12,0.02695619879537836,US
rotation_12m_two_sleeve,2015-05-31,improvement_core,12,0.029940977786864664,US
rotation_12m_two_sleeve,2015-06-30,improvement_core,12,0.034167460329196375,US
rotation_12m_two_sleeve,2015-07-31,improvement_core,12,0.04214487806220468,US
rotation_12m_two_sleeve,2015-08-31,improvement_core,12,0.038580693828834,US
rotation_12m_two_sleeve,2015-09-30,improvement_core,12,0.04284843677203476,US
rotation_12m_two_sleeve,2015-10-31,improvement_core,12,0.03663227857215956,US
rotation_12m_two_sleeve,2015-11-30,improvement_core,12,0.03216251220294164,US
rotation_12m_two_sleeve,2015-12-31,improvement_core,12,0.03109359234839948,US
rotation_12m_two_sleeve,2016-01-31,improvement_core,12,0.03325653012863983,US
rotation_12m_two_sleeve,2016-02-29,improvement_core,12,0.0360466537161277,US
rotation_12m_two_sleeve,2016-03-31,improvement_core,12,0.03627986431456143,US
rotation_12m_two_sleeve,2016-04-30,improvement_core,12,0.030124972225536117,US
rotation_12m_two_sleeve,2016-05-31,improvement_core,12,0.02736663901224312,US
rotation_12m_two_sleeve,2016-06-30,improvement_core,12,0.022629696622991302,US
rotation_12m_two_sleeve,2016-07-31,improvement_core,12,0.02398219280079128,US
rotation_12m_two_sleeve,2016-08-31,improvement_core,12,0.012069412583054495,US
rotation_12m_two_sleeve,2016-09-30,improvement_core,12,0.007692354850560301,US
rotation_12m_two_sleeve,2016-10-31,improvement_core,12,0.00786399551910777,US
rotation_12m_two_sleeve,2016-11-30,baseline_raw,12,0.009765368025371757,US
rotation_12m_two_sleeve,2016-12-31,baseline_raw,12,0.004090774421295906,US
rotation_12m_two_sleeve,2017-01-31,baseline_raw,12,0.013340617539314259,US
rotation_12m_two_sleeve,2017-02-28,baseline_raw,12,0.004648488200965639,US
