Date,next_date,model_return,benchmark_return,active_return,top_equal_return,bottom_equal_return,top_sectors,bottom_sectors,model_nav,benchmark_nav,active_nav
2010-01-31,2010-02-28,0.051261414487361566,0.049449864477257896,0.00181155001010367,0.05765392883753987,0.05492287330775642,Technology|Travel and Leisure|Chemicals,Automobiles and Parts|Telecommunications|Banks,1.0512614144873615,1.0494498644772579,1.0017261901415424
2010-02-28,2010-03-31,0.06868287971368517,0.07017515036092083,-0.0014922706472356578,0.07344850327404463,0.08619070042887635,Technology|Travel and Leisure|Personal & Household Goods,Automobiles and Parts|Telecommunications|Banks,1.1234650757662354,1.1230951665131974,1.0003293659024342
2010-03-31,2010-04-30,0.0351330864902008,0.03363659395010121,0.0014964925400995852,0.048151547334092604,0.04400460710064575,Technology|Travel and Leisure|Personal & Household Goods,Automobiles and Parts|Telecommunications|Banks,1.1629358714418507,1.160872262596523,1.0017776364478828
2010-04-30,2010-05-31,-0.00404279446703116,-0.003664220383201344,-0.00037857408382981593,-0.0040355739861591714,0.012933138237045394,Travel and Leisure|Technology|Chemicals,Telecommunications|Real Estate|Banks,1.1582343607352736,1.156618570789624,1.0013969946414976
2010-05-31,2010-06-30,-0.05402959961297894,-0.0500049153798184,-0.00402468423316054,-0.060941370570244215,-0.021206667446687828,Technology|Travel and Leisure|Chemicals,Telecommunications|Utilities|Real Estate,1.0956554219667523,1.0987819570305621,0.9971545445902121
2010-06-30,2010-07-31,0.007139268292248735,0.0062245986719781125,0.0009146696202706221,0.02413529962965495,0.0521982432780044,Travel and Leisure|Industrial Goods and Services|Technology,Telecommunications|Utilities|Automobiles and Parts,1.1034775999800297,1.1056214337410881,0.9980609694280217
2010-07-31,2010-08-31,-0.024972207820916754,-0.021113586552793724,-0.0038586212681230303,-0.023202447994808455,0.0028500873119970682,Travel and Leisure|Technology|Industrial Goods and Services,Telecommunications|Utilities|Automobiles and Parts,1.0759213280276019,1.0822777999051718,0.9941267649783384
2010-08-31,2010-09-30,0.018774736149101894,0.0146536260251376,0.0041211101239642944,0.03684361257702549,0.01210432781315114,Technology|Travel and Leisure|Industrial Goods and Services,Telecommunications|Insurance|Automobiles and Parts,1.0961214670785115,1.0981370940402908,0.9981645033459681
2010-09-30,2010-10-31,0.023243047382852745,0.019604705367251146,0.003638342015601599,0.03548902216140337,0.03110493069913839,Travel and Leisure|Industrial Goods and Services|Technology,Insurance|Telecommunications|Automobiles and Parts,1.1215986702751795,1.1196657482218002,1.0017263384688233
2010-10-31,2010-11-30,0.06761564821905897,0.0667345123238356,0.0008811358952233728,0.06946739636897097,0.08509515118622894,Travel and Leisure|Industrial Goods and Services|Technology,Telecommunications|Automobiles and Parts|Insurance,1.19743629140747,1.1943860958950845,1.002553776808746
2010-11-30,2010-12-31,0.031971728670401524,0.03439458398386909,-0.002422855313467566,0.02011393669174906,0.033528861984558254,Travel and Leisure|Technology|Industrial Goods and Services,Insurance|Automobiles and Parts|Real Estate,1.2357203996164416,1.2354665087795136,1.000205501998738
2010-12-31,2011-01-31,0.003519351505772242,0.0017069252653800007,0.001812426240392241,-0.00041952801829011943,-0.030360862139044282,Industrial Goods and Services|Technology|Travel and Leisure,Automobiles and Parts|Telecommunications|Insurance,1.2400693340655453,1.2375753577778803,1.002015211657206
2011-01-31,2011-02-28,0.025567517458885823,0.025371711702895983,0.00019580575598984046,0.025754778054212932,0.01246219130063952,Energy|Technology|Basic Resources,Automobiles and Parts|Telecommunications|Insurance,1.2717748284144952,1.268974762966029,1.0022065572383185
2011-02-28,2011-03-31,-0.028078842902812172,-0.027109990107388446,-0.0009688527954237261,-0.03390315149955009,-0.0174728828531926,Financial Services|Technology|Travel and Leisure,Automobiles and Parts|Telecommunications|Insurance,1.2360648627996937,1.2345728696954945,1.001208509550811
2011-03-31,2011-04-30,-0.01670046147130432,-0.01513776353575065,-0.0015626979355536676,-0.0313144474080973,-0.026601600046880752,Energy|Technology|Basic Resources,Insurance|Telecommunications|Automobiles and Parts,1.2154220091824743,1.215884197526391,0.9996198747011789
2011-04-30,2011-05-31,0.01570068316648003,0.020611425747450153,-0.004910742580970122,-0.0038326508006547595,0.033754138443422003,Energy|Technology|Basic Resources,Automobiles and Parts|Telecommunications|Utilities,1.234504965062215,1.2409453043812042,0.994810134422322
2011-05-31,2011-06-30,-0.025715189677100424,-0.02454467006586113,-0.0011705196112392936,-0.02914517042640884,-0.019212365380307184,Energy|Technology|Basic Resources,Telecommunications|Insurance|Utilities,1.202759435728318,1.2104867113153879,0.9936163895771537
2011-06-30,2011-07-31,-0.008719986405895212,-0.011525950310647522,0.0028059639047523094,-0.01103465269673383,-0.05674147001064354,Energy|Travel and Leisure|Industrial Goods and Services,Automobiles and Parts|Insurance|Telecommunications,1.1922713897992048,1.1965347016290675,0.9964369509517289
2011-07-31,2011-08-31,-0.05138050388811488,-0.05464903189812501,0.0032685280100101313,-0.031069133652623926,-0.06329052030311443,Travel and Leisure|Technology|Health Care,Telecommunications|Insurance|Automobiles and Parts,1.1310118850199387,1.1311452385525271,0.9998821075065841
2011-08-31,2011-09-30,-0.005506657592338372,7.129055233141834e-05,-0.00557794814466979,-0.010167823709055203,0.041788757322879067,Travel and Leisure|Energy|Technology,Telecommunications|Utilities|Insurance,1.1247837898362687,1.1312258785213507,0.994305214539909
2011-09-30,2011-10-31,0.0690421017446928,0.06791953043254217,0.0011225713121506276,0.0726314523030499,0.06915174803258055,Travel and Leisure|Energy|Personal & Household Goods,Insurance|Telecommunications|Real Estate,1.2024412266949254,1.208058209003661,0.995350404254636
2011-10-31,2011-11-30,0.037439393568588546,0.03376162127032455,0.0036777722982639927,0.05420562499213979,0.01082411700598942,Travel and Leisure|Health Care|Personal & Household Goods,Insurance|Telecommunications|Automobiles and Parts,1.2474598970242532,1.248844212728549,0.99889152250522
2011-11-30,2011-12-31,0.048294955702338015,0.04660469727665027,0.001690258425687742,0.06347883373710377,0.06219435114451288,Travel and Leisure|Health Care|Personal & Household Goods,Insurance|Telecommunications|Real Estate,1.3077059174914827,1.3070462192084598,1.0005047245256733
2011-12-31,2012-01-31,0.03666222370351557,0.03646435469097952,0.00019786901253605188,0.027615462719496456,0.03466494032798373,Technology|Travel and Leisure|Personal & Household Goods,Telecommunications|Insurance|Automobiles and Parts,1.3556493243769663,1.3547068161431808,1.0006957285683915
