Date,next_date,model_return,benchmark_return,active_return,top_equal_return,bottom_equal_return,top_sectors,bottom_sectors,model_nav,benchmark_nav,active_nav
2010-01-31,2010-02-28,0.05106397198084255,0.049449864477257896,0.0016141075035846567,0.056252328314582496,0.05492287330775642,"Travel and Leisure|Personal & Household Goods|Food, Beverage and Tobacco",Automobiles and Parts|Banks|Telecommunications,1.0510639719808426,1.0494498644772579,1.0015380510858312
2010-02-28,2010-03-31,0.06797294332879908,0.07017515036092083,-0.0022022070321217474,0.06840327772775122,0.08619070042887635,"Travel and Leisure|Personal & Household Goods|Food, Beverage and Tobacco",Automobiles and Parts|Telecommunications|Banks,1.1225078837832387,1.1230951665131974,0.9994770855155739
2010-03-31,2010-04-30,0.0351330864902008,0.03363659395010121,0.0014964925400995852,0.048151547334092604,0.04400460710064575,Travel and Leisure|Personal & Household Goods|Technology,Automobiles and Parts|Banks|Telecommunications,1.1619450503501276,1.160872262596523,1.0009241221348548
2010-04-30,2010-05-31,-0.0017165956757876216,-0.003664220383201344,0.0019476247074137224,0.008058723293380662,-0.008297209967091638,Travel and Leisure|Personal & Household Goods|Technology,Automobiles and Parts|Banks|Telecommunications,1.1599504605011937,1.156618570789624,1.0028807160767745
2010-05-31,2010-06-30,-0.04904731388206227,-0.0500049153798184,0.0009576014977561303,-0.04941430429969542,-0.07002580959979186,Travel and Leisure|Personal & Household Goods|Technology,Automobiles and Parts|Telecommunications|Banks,1.103058006177349,1.0987819570305621,1.0038916266502436
2010-06-30,2010-07-31,0.0073138543965813,0.0062245986719781125,0.0010892557246031873,0.01968607410548684,0.0462338066185875,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Telecommunications|Banks,1.1111256118255135,1.1056214337410881,1.004978356891835
2010-07-31,2010-08-31,-0.017678715413044794,-0.021113586552793724,0.0034348711397489302,-0.009522214363200393,-0.040928983351789044,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Banks|Telecommunications,1.091482338345905,1.0822777999051718,1.00850478356069
2010-08-31,2010-09-30,0.015340012784901234,0.0146536260251376,0.0006863867597636346,0.008204605109854579,0.00800331776233002,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Banks|Telecommunications,1.108225691370625,1.0981370940402908,1.009187010788622
2010-09-30,2010-10-31,0.024194408099295493,0.019604705367251146,0.004589702732044346,0.03640189334635904,0.02753406669693473,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Banks|Telecommunications,1.13503855601377,1.1196657482218002,1.013729818757414
2010-10-31,2010-11-30,0.06635501458912203,0.0667345123238356,-0.0003794977347135603,0.06447208466565882,0.08948366334361335,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Banks|Telecommunications,1.2103540559572796,1.1943860958950845,1.013369177786877
2010-11-30,2010-12-31,0.026116524110432165,0.03439458398386909,-0.008278059873436924,0.007047831376574141,0.06657047372029146,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Banks|Telecommunications,1.2419642968418474,1.2354665087795136,1.0052593801743381
2010-12-31,2011-01-31,-1.7676721312704117e-05,0.0017069252653800007,-0.0017246019866927048,-0.026064743135607638,-0.03421785866559302,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Telecommunications|Chemicals,1.2419423429850918,1.2375753577778803,1.0035286620566304
2011-01-31,2011-02-28,0.026620497834941075,0.025371711702895983,0.0012487861320450919,0.024055690090428638,0.003201566565510255,Travel and Leisure|Financial Services|Personal & Household Goods,Automobiles and Parts|Telecommunications|Banks,1.2750034664376482,1.268974762966029,1.0047508458383585
2011-02-28,2011-03-31,-0.028156854837453494,-0.027109990107388446,-0.0010468647300650481,-0.023248909338812948,-0.005980323440849881,Travel and Leisure|Financial Services|Personal & Household Goods,Automobiles and Parts|Telecommunications|Retail,1.2391033789159134,1.2345728696954945,1.0036696977000121
2011-03-31,2011-04-30,-0.014074841260727552,-0.01513776353575065,0.001062922275023099,-0.01256724764059909,-0.026601600046880752,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Telecommunications|Insurance,1.2216631955520407,1.215884197526391,1.0047529181129309
2011-04-30,2011-05-31,0.025669942075376644,0.020611425747450153,0.0050585163279264905,0.049650352492889425,0.011509745943727412,Travel and Leisure|Personal & Household Goods|Financial Services,Automobiles and Parts|Telecommunications|Insurance,1.253023219017481,1.2409453043812042,1.0097328339884404
2011-05-31,2011-06-30,-0.024183815143254333,-0.02454467006586113,0.00036085492260679725,-0.02182380911069035,-0.025563576716123932,Travel and Leisure|Financial Services|Personal & Household Goods,Automobiles and Parts|Telecommunications|Basic Resources,1.2227203371185569,1.2104867113153879,1.0101063693544188
2011-06-30,2011-07-31,-0.0079405469555897,-0.011525950310647522,0.003585403355057821,-0.0007623543444512532,-0.05573740486582066,Travel and Leisure|Financial Services|Personal & Household Goods,Automobiles and Parts|Telecommunications|Chemicals,1.2130112688681125,1.1965347016290675,1.0137702376843833
